Year,County,Hospital,OSHPDID,Surgery,# of Cases,Location 1
2005,Los Angeles,Torrance Memorial Medical Center,106190422,LAPBAND,4,"(33.81258, -118.34388)"
2005,Los Angeles,Torrance Memorial Medical Center,106190422,LAPRYGB,89,"(33.81258, -118.34388)"
2005,Los Angeles,Torrance Memorial Medical Center,106190422,OPENRYGB,65,"(33.81258, -118.34388)"
2005,Los Angeles,Torrance Memorial Medical Center,106190422,VSG,,"(33.81258, -118.34388)"
2005,Los Angeles,West Hills Hospital and Medical Center,106190859,BPD,,"(34.20365, -118.6294)"
2005,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPBAND,4,"(34.20365, -118.6294)"
2005,Los Angeles,West Hills Hospital and Medical Center,106190859,LAPRYGB,61,"(34.20365, -118.6294)"
2005,Los Angeles,West Hills Hospital and Medical Center,106190859,OPENRYGB,6,"(34.20365, -118.6294)"
2005,Los Angeles,West Hills Hospital and Medical Center,106190859,VSG,,"(34.20365, -118.6294)"
2005,Madera,Madera Community Hospital,106201281,BPD,,"(36.94535, -120.04561)"
2005,Madera,Madera Community Hospital,106201281,LAPBAND,,"(36.94535, -120.04561)"
2005,Madera,Madera Community Hospital,106201281,LAPRYGB,,"(36.94535, -120.04561)"
2005,Madera,Madera Community Hospital,106201281,OPENRYGB,5,"(36.94535, -120.04561)"
2005,Madera,Madera Community Hospital,106201281,VSG,,"(36.94535, -120.04561)"
2005,Monterey,Community Hospital of The Monterey Peninsula,106270744,BPD,,"(36.59827, -121.92488)"
2005,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPBAND,,"(36.59827, -121.92488)"
2005,Monterey,Community Hospital of The Monterey Peninsula,106270744,LAPRYGB,132,"(36.59827, -121.92488)"
2005,Monterey,Community Hospital of The Monterey Peninsula,106270744,OPENRYGB,,"(36.59827, -121.92488)"
2005,Monterey,Community Hospital of The Monterey Peninsula,106270744,VSG,,"(36.59827, -121.92488)"
2005,Nevada,Tahoe Forest Hospital,106291053,BPD,,"(39.3245579, -120.2014553)"
2005,Nevada,Tahoe Forest Hospital,106291053,LAPBAND,3,"(39.3245579, -120.2014553)"
2005,Nevada,Tahoe Forest Hospital,106291053,LAPRYGB,,"(39.3245579, -120.2014553)"
2005,Nevada,Tahoe Forest Hospital,106291053,OPENRYGB,,"(39.3245579, -120.2014553)"
2005,Nevada,Tahoe Forest Hospital,106291053,VSG,,"(39.3245579, -120.2014553)"
2005,Orange,Chapman Medical Center,106301140,BPD,,"(33.78785, -117.82586)"
2005,Orange,Chapman Medical Center,106301140,LAPBAND,6,"(33.78785, -117.82586)"
2005,Orange,Chapman Medical Center,106301140,LAPRYGB,178,"(33.78785, -117.82586)"
2005,Orange,Chapman Medical Center,106301140,OPENRYGB,5,"(33.78785, -117.82586)"
2005,Orange,Chapman Medical Center,106301140,VSG,,"(33.78785, -117.82586)"
2005,Orange,College Hospital Costa Mesa,106301155,BPD,,"(33.65249, -117.91303)"
2005,Orange,College Hospital Costa Mesa,106301155,LAPBAND,1,"(33.65249, -117.91303)"
2005,Orange,College Hospital Costa Mesa,106301155,LAPRYGB,22,"(33.65249, -117.91303)"
2005,Orange,College Hospital Costa Mesa,106301155,OPENRYGB,,"(33.65249, -117.91303)"
2005,Orange,College Hospital Costa Mesa,106301155,VSG,1,"(33.65249, -117.91303)"
2005,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,BPD,,"(33.71546, -117.93694)"
2005,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPBAND,11,"(33.71546, -117.93694)"
2005,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,LAPRYGB,222,"(33.71546, -117.93694)"
2005,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,OPENRYGB,90,"(33.71546, -117.93694)"
2005,Orange,Fountain Valley Regional Hospital and Medical Center – Euclid,106301175,VSG,,"(33.71546, -117.93694)"
2005,Orange,Huntington Beach Hospital,106301209,BPD,,"(33.70442, -117.98895)"
2005,Orange,Huntington Beach Hospital,106301209,LAPBAND,15,"(33.70442, -117.98895)"
2005,Orange,Huntington Beach Hospital,106301209,LAPRYGB,180,"(33.70442, -117.98895)"
2005,Orange,Huntington Beach Hospital,106301209,OPENRYGB,45,"(33.70442, -117.98895)"
2005,Orange,Huntington Beach Hospital,106301209,VSG,,"(33.70442, -117.98895)"
2005,Orange,Mission Hospital Laguna Beach,106301337,BPD,,"(33.4997391, -117.7422502)"
2005,Orange,Mission Hospital Laguna Beach,106301337,LAPBAND,5,"(33.4997391, -117.7422502)"
2005,Orange,Mission Hospital Laguna Beach,106301337,LAPRYGB,50,"(33.4997391, -117.7422502)"
2005,Orange,Mission Hospital Laguna Beach,106301337,OPENRYGB,16,"(33.4997391, -117.7422502)"
2005,Orange,Mission Hospital Laguna Beach,106301337,VSG,,"(33.4997391, -117.7422502)"
2005,Orange,Orange Coast Memorial Medical Center,106300225,BPD,,"(33.70162, -117.95524)"
2005,Orange,Orange Coast Memorial Medical Center,106300225,LAPBAND,5,"(33.70162, -117.95524)"
2005,Orange,Orange Coast Memorial Medical Center,106300225,LAPRYGB,338,"(33.70162, -117.95524)"
2005,Orange,Orange Coast Memorial Medical Center,106300225,OPENRYGB,63,"(33.70162, -117.95524)"
2005,Orange,Orange Coast Memorial Medical Center,106300225,VSG,,"(33.70162, -117.95524)"
2005,Orange,Saint Joseph Hospital – Orange,106301340,BPD,,"(33.7823, -117.86516)"
2005,Orange,Saint Joseph Hospital – Orange,106301340,LAPBAND,,"(33.7823, -117.86516)"
2005,Orange,Saint Joseph Hospital – Orange,106301340,LAPRYGB,96,"(33.7823, -117.86516)"
2005,Orange,Saint Joseph Hospital – Orange,106301340,OPENRYGB,9,"(33.7823, -117.86516)"
2005,Orange,Saint Joseph Hospital – Orange,106301340,VSG,,"(33.7823, -117.86516)"
2005,Orange,UC Irvine Medical Center,106301279,BPD,,"(33.7889, -117.89064)"
2005,Orange,UC Irvine Medical Center,106301279,LAPBAND,16,"(33.7889, -117.89064)"
2005,Orange,UC Irvine Medical Center,106301279,LAPRYGB,32,"(33.7889, -117.89064)"
2005,Orange,UC Irvine Medical Center,106301279,OPENRYGB,3,"(33.7889, -117.89064)"
2005,Orange,UC Irvine Medical Center,106301279,VSG,,"(33.7889, -117.89064)"
2005,Placer,Sutter Auburn Faith Hospital,106310791,BPD,,"(38.94452, -121.0982)"
2005,Placer,Sutter Auburn Faith Hospital,106310791,LAPBAND,,"(38.94452, -121.0982)"
2005,Placer,Sutter Auburn Faith Hospital,106310791,LAPRYGB,41,"(38.94452, -121.0982)"
2005,Placer,Sutter Auburn Faith Hospital,106310791,OPENRYGB,1,"(38.94452, -121.0982)"
2005,Placer,Sutter Auburn Faith Hospital,106310791,VSG,,"(38.94452, -121.0982)"
2005,Placer,Sutter Roseville Medical Center,106311000,BPD,,"(38.76439, -121.25055)"
2005,Placer,Sutter Roseville Medical Center,106311000,LAPBAND,9,"(38.76439, -121.25055)"
2005,Placer,Sutter Roseville Medical Center,106311000,LAPRYGB,241,"(38.76439, -121.25055)"
2005,Placer,Sutter Roseville Medical Center,106311000,OPENRYGB,,"(38.76439, -121.25055)"
2005,Placer,Sutter Roseville Medical Center,106311000,VSG,,"(38.76439, -121.25055)"
2005,Riverside,Desert Regional Medical Center,106331164,BPD,,"(33.83932, -116.54549)"
2005,Riverside,Desert Regional Medical Center,106331164,LAPBAND,,"(33.83932, -116.54549)"
2005,Riverside,Desert Regional Medical Center,106331164,LAPRYGB,96,"(33.83932, -116.54549)"
2005,Riverside,Desert Regional Medical Center,106331164,OPENRYGB,5,"(33.83932, -116.54549)"
2005,Riverside,Desert Regional Medical Center,106331164,VSG,,"(33.83932, -116.54549)"
2005,Riverside,Parkview Community Hospital Medical Center,106331293,BPD,,"(33.92573, -117.43996)"
2005,Riverside,Parkview Community Hospital Medical Center,106331293,LAPBAND,,"(33.92573, -117.43996)"
2005,Riverside,Parkview Community Hospital Medical Center,106331293,LAPRYGB,15,"(33.92573, -117.43996)"
2005,Riverside,Parkview Community Hospital Medical Center,106331293,OPENRYGB,56,"(33.92573, -117.43996)"
2005,Riverside,Parkview Community Hospital Medical Center,106331293,VSG,,"(33.92573, -117.43996)"
2005,Riverside,Southwest Healthcare System – Murrieta,106334068,BPD,,"(33.55788, -117.18488)"
2005,Riverside,Southwest Healthcare System – Murrieta,106334068,LAPBAND,,"(33.55788, -117.18488)"
2005,Riverside,Southwest Healthcare System – Murrieta,106334068,OPENRYGB,11,"(33.55788, -117.18488)"
2005,Riverside,Southwest Healthcare System – Murrieta,106334068,VSG,,"(33.55788, -117.18488)"
2005,Sacramento,Mercy San Juan Hospital,106340950,BPD,,"(38.66818, -121.31261)"
2005,Sacramento,Mercy San Juan Hospital,106340950,LAPBAND,32,"(38.66818, -121.31261)"
2005,Sacramento,Mercy San Juan Hospital,106340950,LAPRYGB,130,"(38.66818, -121.31261)"
2005,Sacramento,Mercy San Juan Hospital,106340950,OPENRYGB,6,"(38.66818, -121.31261)"
2005,Sacramento,Mercy San Juan Hospital,106340950,VSG,,"(38.66818, -121.31261)"
2005,Sacramento,Methodist Hospital of Sacramento,106340951,BPD,,"(38.46416, -121.41744)"
2005,Sacramento,Methodist Hospital of Sacramento,106340951,LAPBAND,,"(38.46416, -121.41744)"
2005,Sacramento,Methodist Hospital of Sacramento,106340951,LAPRYGB,11,"(38.46416, -121.41744)"
2005,Sacramento,Methodist Hospital of Sacramento,106340951,OPENRYGB,26,"(38.46416, -121.41744)"
2005,Sacramento,Methodist Hospital of Sacramento,106340951,VSG,,"(38.46416, -121.41744)"
2005,Sacramento,Sutter General Hospital,106341051,BPD,,"(38.57176, -121.47008)"
2005,Sacramento,Sutter General Hospital,106341051,LAPBAND,3,"(38.57176, -121.47008)"
2005,Sacramento,Sutter General Hospital,106341051,LAPRYGB,41,"(38.57176, -121.47008)"
2005,Sacramento,Sutter General Hospital,106341051,OPENRYGB,10,"(38.57176, -121.47008)"
2005,Sacramento,Sutter General Hospital,106341051,VSG,,"(38.57176, -121.47008)"
2005,Sacramento,UC Davis Medical Center,106341006,BPD,,"(38.55438, -121.45738)"
2005,Sacramento,UC Davis Medical Center,106341006,LAPBAND,,"(38.55438, -121.45738)"
2005,Sacramento,UC Davis Medical Center,106341006,LAPRYGB,235,"(38.55438, -121.45738)"
2005,Sacramento,UC Davis Medical Center,106341006,OPENRYGB,3,"(38.55438, -121.45738)"
2005,Sacramento,UC Davis Medical Center,106341006,VSG,,"(38.55438, -121.45738)"
2005,San Bernardino,Saint Bernardine Medical Center,106361339,BPD,,"(34.1341, -117.27865)"
2005,San Bernardino,Saint Bernardine Medical Center,106361339,LAPBAND,20,"(34.1341, -117.27865)"
2005,San Bernardino,Saint Bernardine Medical Center,106361339,LAPRYGB,46,"(34.1341, -117.27865)"
2005,San Bernardino,Saint Bernardine Medical Center,106361339,OPENRYGB,138,"(34.1341, -117.27865)"
2005,San Bernardino,Saint Bernardine Medical Center,106361339,VSG,,"(34.1341, -117.27865)"
2005,San Diego,Alvarado Hospital,106370652,BPD,,"(32.77708, -117.05683)"
2005,San Diego,Alvarado Hospital,106370652,LAPRYGB,164,"(32.77708, -117.05683)"
2005,San Diego,Alvarado Hospital,106370652,OPENRYGB,11,"(32.77708, -117.05683)"
2005,San Diego,Alvarado Hospital,106370652,VSG,,"(32.77708, -117.05683)"
2005,San Diego,Pomerado Hospital,106370977,BPD,,"(32.99563, -117.05784)"
2005,San Diego,Pomerado Hospital,106370977,LAPBAND,,"(32.99563, -117.05784)"
2005,San Diego,Pomerado Hospital,106370977,LAPRYGB,168,"(32.99563, -117.05784)"
2005,San Diego,Pomerado Hospital,106370977,OPENRYGB,125,"(32.99563, -117.05784)"
2005,San Diego,Pomerado Hospital,106370977,VSG,,"(32.99563, -117.05784)"
2005,San Diego,Scripps Green Hospital,106371256,BPD,,"(32.89654, -117.2419)"
2005,San Diego,Scripps Green Hospital,106371256,LAPBAND,18,"(32.89654, -117.2419)"
2005,San Diego,Scripps Green Hospital,106371256,LAPRYGB,70,"(32.89654, -117.2419)"
2005,San Diego,Scripps Green Hospital,106371256,OPENRYGB,2,"(32.89654, -117.2419)"
2005,San Diego,Scripps Green Hospital,106371256,VSG,,"(32.89654, -117.2419)"
2005,San Diego,Scripps Memorial Hospital – La Jolla,106370771,BPD,,"(32.88506, -117.22279)"
2005,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPBAND,,"(32.88506, -117.22279)"
2005,San Diego,Scripps Memorial Hospital – La Jolla,106370771,LAPRYGB,167,"(32.88506, -117.22279)"
2005,San Diego,Scripps Memorial Hospital – La Jolla,106370771,OPENRYGB,2,"(32.88506, -117.22279)"
2005,San Diego,Scripps Memorial Hospital – La Jolla,106370771,VSG,1,"(32.88506, -117.22279)"
2005,San Diego,Scripps Mercy Hospital,106370744,BPD,,"(32.75128, -117.1609)"
2005,San Diego,Scripps Mercy Hospital,106370744,LAPBAND,,"(32.75128, -117.1609)"
2005,San Diego,Scripps Mercy Hospital,106370744,LAPRYGB,354,"(32.75128, -117.1609)"
2005,San Diego,Scripps Mercy Hospital,106370744,OPENRYGB,329,"(32.75128, -117.1609)"
2005,San Diego,Scripps Mercy Hospital,106370744,VSG,,"(32.75128, -117.1609)"
2005,San Diego,Sharp Chula Vista Medical Center,106370875,BPD,,"(32.61909, -117.02488)"
2005,San Diego,Sharp Chula Vista Medical Center,106370875,LAPBAND,,"(32.61909, -117.02488)"
2005,San Diego,Sharp Chula Vista Medical Center,106370875,LAPRYGB,3,"(32.61909, -117.02488)"
2005,San Diego,Sharp Chula Vista Medical Center,106370875,OPENRYGB,21,"(32.61909, -117.02488)"
2005,San Diego,Sharp Chula Vista Medical Center,106370875,VSG,,"(32.61909, -117.02488)"
2005,San Diego,Sharp Memorial Hospital,106370694,BPD,,"(32.80016, -117.15531)"
2005,San Diego,Sharp Memorial Hospital,106370694,LAPBAND,,"(32.80016, -117.15531)"
2005,San Diego,Sharp Memorial Hospital,106370694,LAPRYGB,126,"(32.80016, -117.15531)"
2005,San Diego,Sharp Memorial Hospital,106370694,OPENRYGB,1,"(32.80016, -117.15531)"
2005,San Diego,Sharp Memorial Hospital,106370694,VSG,,"(32.80016, -117.15531)"
2005,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,BPD,55,"(37.79149, -122.43102)"
2005,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPBAND,106,"(37.79149, -122.43102)"
2005,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,LAPRYGB,50,"(37.79149, -122.43102)"
2005,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,OPENRYGB,55,"(37.79149, -122.43102)"
2005,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,VSG,98,"(37.79149, -122.43102)"
2005,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,BPD,129,"(37.77408, -122.45441)"
2005,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPBAND,,"(37.77408, -122.45441)"
2005,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,LAPRYGB,1,"(37.77408, -122.45441)"
2005,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,OPENRYGB,,"(37.77408, -122.45441)"
2005,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,VSG,2,"(37.77408, -122.45441)"
2005,San Francisco,UC San Francisco Medical Center,106381154,BPD,,"(37.7635148, -122.4576564)"
2005,San Francisco,UC San Francisco Medical Center,106381154,LAPBAND,6,"(37.7635148, -122.4576564)"
2005,San Francisco,UC San Francisco Medical Center,106381154,LAPRYGB,91,"(37.7635148, -122.4576564)"
2005,San Francisco,UC San Francisco Medical Center,106381154,OPENRYGB,42,"(37.7635148, -122.4576564)"
2005,San Francisco,UC San Francisco Medical Center,106381154,VSG,2,"(37.7635148, -122.4576564)"
2005,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,BPD,,"(37.65806, -122.43837)"
2005,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPBAND,,"(37.65806, -122.43837)"
2005,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,LAPRYGB,384,"(37.65806, -122.43837)"
2005,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,OPENRYGB,4,"(37.65806, -122.43837)"
2005,San Mateo,Kaiser Foundation Hospital – South San Francisco,106410806,VSG,,"(37.65806, -122.43837)"
2005,San Mateo,Peninsula Medical Center,106410852,BPD,,"(37.5944692, -122.3832465)"
2005,San Mateo,Peninsula Medical Center,106410852,LAPBAND,50,"(37.5944692, -122.3832465)"
2005,San Mateo,Peninsula Medical Center,106410852,LAPRYGB,125,"(37.5944692, -122.3832465)"
2005,San Mateo,Peninsula Medical Center,106410852,OPENRYGB,17,"(37.5944692, -122.3832465)"
2005,San Mateo,Peninsula Medical Center,106410852,VSG,,"(37.5944692, -122.3832465)"
2005,San Mateo,Sequoia Hospital,106410891,BPD,,"(37.48129, -122.25377)"
2005,San Mateo,Sequoia Hospital,106410891,LAPBAND,1,"(37.48129, -122.25377)"
2005,San Mateo,Sequoia Hospital,106410891,LAPRYGB,23,"(37.48129, -122.25377)"
2005,San Mateo,Sequoia Hospital,106410891,OPENRYGB,3,"(37.48129, -122.25377)"
2005,San Mateo,Sequoia Hospital,106410891,VSG,,"(37.48129, -122.25377)"
2005,Santa Barbara,Santa Barbara Cottage Hospital,106420514,BPD,,"(34.42943, -119.72318)"
2005,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPBAND,2,"(34.42943, -119.72318)"
2005,Santa Barbara,Santa Barbara Cottage Hospital,106420514,LAPRYGB,113,"(34.42943, -119.72318)"
2005,Santa Barbara,Santa Barbara Cottage Hospital,106420514,OPENRYGB,4,"(34.42943, -119.72318)"
2005,Santa Barbara,Santa Barbara Cottage Hospital,106420514,VSG,,"(34.42943, -119.72318)"
2005,Santa Clara,El Camino Hospital,106430763,BPD,,"(37.36779, -122.07801)"
2005,Santa Clara,El Camino Hospital,106430763,LAPBAND,19,"(37.36779, -122.07801)"
2005,Santa Clara,El Camino Hospital,106430763,LAPRYGB,46,"(37.36779, -122.07801)"
2005,Santa Clara,El Camino Hospital,106430763,OPENRYGB,10,"(37.36779, -122.07801)"
2005,Santa Clara,El Camino Hospital,106430763,VSG,1,"(37.36779, -122.07801)"
2005,Santa Clara,Good Samaritan Hospital – San Jose,106430779,BPD,,"(37.25116, -121.9449)"
2005,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPBAND,42,"(37.25116, -121.9449)"
2005,Santa Clara,Good Samaritan Hospital – San Jose,106430779,LAPRYGB,53,"(37.25116, -121.9449)"
2005,Santa Clara,Good Samaritan Hospital – San Jose,106430779,OPENRYGB,2,"(37.25116, -121.9449)"
2005,Santa Clara,Good Samaritan Hospital – San Jose,106430779,VSG,,"(37.25116, -121.9449)"
2005,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,BPD,,"(37.43677, -122.17282)"
2005,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPBAND,,"(37.43677, -122.17282)"
2005,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,LAPRYGB,1,"(37.43677, -122.17282)"
2005,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,OPENRYGB,,"(37.43677, -122.17282)"
2006,Fresno,Clovis Community Medical Center,106100005,VSG,5,"(36.83745, -119.66072)"
2005,Santa Clara,Lucile Salter Packard Children’s Hospital at Stanford,106434040,VSG,,"(37.43677, -122.17282)"
2005,Santa Clara,Stanford Hospital,106430905,BPD,,"(37.43342, -122.17827)"
2005,Santa Clara,Stanford Hospital,106430905,LAPBAND,4,"(37.43342, -122.17827)"
2005,Santa Clara,Stanford Hospital,106430905,LAPRYGB,227,"(37.43342, -122.17827)"
2005,Santa Clara,Stanford Hospital,106430905,OPENRYGB,9,"(37.43342, -122.17827)"
2005,Santa Clara,Stanford Hospital,106430905,VSG,3,"(37.43342, -122.17827)"
2005,Shasta,Shasta Regional Medical Center,106450940,BPD,,"(40.5855423, -122.3862952)"
2005,Shasta,Shasta Regional Medical Center,106450940,LAPBAND,1,"(40.5855423, -122.3862952)"
2005,Shasta,Shasta Regional Medical Center,106450940,LAPRYGB,118,"(40.5855423, -122.3862952)"
2005,Shasta,Shasta Regional Medical Center,106450940,OPENRYGB,2,"(40.5855423, -122.3862952)"
2005,Shasta,Shasta Regional Medical Center,106450940,VSG,,"(40.5855423, -122.3862952)"
2005,Sonoma,Sutter Medical Center of Santa Rosa,106490919,BPD,,"(38.46855, -122.70739)"
2005,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPBAND,,"(38.46855, -122.70739)"
2005,Sonoma,Sutter Medical Center of Santa Rosa,106490919,LAPRYGB,68,"(38.46855, -122.70739)"
2005,Sonoma,Sutter Medical Center of Santa Rosa,106490919,OPENRYGB,1,"(38.46855, -122.70739)"
2005,Sonoma,Sutter Medical Center of Santa Rosa,106490919,VSG,,"(38.46855, -122.70739)"
2005,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,BPD,,"(37.66727, -120.97546)"
2005,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPBAND,,"(37.66727, -120.97546)"
2005,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,LAPRYGB,714,"(37.66727, -120.97546)"
2005,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,OPENRYGB,3,"(37.66727, -120.97546)"
2005,Stanislaus,Memorial Hospital Medical Center – Modesto,106500939,VSG,1,"(37.66727, -120.97546)"
2005,Ventura,Community Memorial Hospital – San Buenaventura,106560473,BPD,,"(34.274589, -119.258124)"
2005,Ventura,Community Memorial Hospital – San Buenaventura,106560473,LAPBAND,7,"(34.274589, -119.258124)"
